Id,UID,Original,UTCMilliseconds,PCLocalTime,PCTime,ChannelBitmap,SequenceBitmap,UpdateOf,channelMap,startSample,startSeconds,duration,lowFreq,highFreq,amplitude,detectionType,bearingAmbiguity,Fixed Localized,Species,Comments,Deployment_ID,Local_Time,UTC_Time
52,21000025,2017-09-30 16:02:26.831,831,2017-09-30 09:02:26.831,2018-10-24 00:14:36.648,1,,0,1,3475967,144.831958333333,7680,7242.1875,7429.6875,143.907842609315,,,,F,,201,2017-09-30 16:02:26.831000-07:00,2017-09-30 23:02:26.831000+00:00
53,21000026,2017-09-30 16:02:28.623,623,2017-09-30 09:02:28.623,2018-10-24 00:14:36.659,1,,0,1,3518975,146.623958333333,5120,7218.75,7429.6875,142.689690816372,,,,F,,201,2017-09-30 16:02:28.623000-07:00,2017-09-30 23:02:28.623000+00:00
54,21000027,2017-09-30 16:02:28.943,943,2017-09-30 09:02:28.943,2018-10-24 00:14:36.665,1,,0,1,3526655,146.943958333333,3584,9046.875,9398.4375,159.625263694207,,,,F,,201,2017-09-30 16:02:28.943000-07:00,2017-09-30 23:02:28.943000+00:00
55,21000028,2017-09-30 16:02:39.503,503,2017-09-30 09:02:39.503,2018-10-24 00:14:36.740,1,,0,1,3780095,157.503958333333,3072,3210.9375,3539.0625,140.287943889845,,,,F,,201,2017-09-30 16:02:39.503000-07:00,2017-09-30 23:02:39.503000+00:00
56,21000029,2017-09-30 16:02:56.143,143,2017-09-30 09:02:56.143,2018-10-24 00:14:36.939,1,,0,1,4179455,174.143958333333,10240,1335.9375,1593.75,154.289360913562,,,,F,,201,2017-09-30 16:02:56.143000-07:00,2017-09-30 23:02:56.143000+00:00
57,21000030,2017-09-30 16:02:56.763,763,2017-09-30 09:02:56.763,2018-10-24 00:14:36.944,1,,0,1,4194303,174.762625,6656,1312.5,1593.75,150.318403536926,,,,F,,201,2017-09-30 16:02:56.763000-07:00,2017-09-30 23:02:56.763000+00:00
58,21000031,2017-09-30 16:03:00.688,688,2017-09-30 09:03:00.688,2018-10-24 00:14:36.969,1,,0,1,4288511,178.687958333333,5120,1500.0,1757.8125,165.951544467321,,,,F,,201,2017-09-30 16:03:00.688000-07:00,2017-09-30 23:03:00.688000+00:00
59,21000032,2017-09-30 16:03:00.966,966,2017-09-30 09:03:00.966,2018-10-24 00:14:36.974,1,,0,1,4295167,178.965291666667,4608,2859.375,3093.75,141.075295791273,,,,F,,201,2017-09-30 16:03:00.966000-07:00,2017-09-30 23:03:00.966000+00:00
60,21000033,2017-09-30 16:03:01.200,200,2017-09-30 09:03:01.200,2018-10-24 00:14:36.974,1,,0,1,4300799,179.199958333333,8192,984.375,1171.875,172.076967327381,,,,F,,201,2017-09-30 16:03:01.200000-07:00,2017-09-30 23:03:01.200000+00:00
61,21000034,2017-09-30 16:03:16.623,623,2017-09-30 09:03:16.623,2018-10-24 00:14:37.094,1,,0,1,4670975,194.623958333333,9216,10453.125,10593.75,137.042977861306,,,,F,,201,2017-09-30 16:03:16.623000-07:00,2017-09-30 23:03:16.623000+00:00
62,21000035,2017-09-30 16:04:06.650,650,2017-09-30 09:04:06.650,2018-10-24 00:14:37.470,1,,0,1,5871615,244.650625,8192,1617.1875,1757.8125,156.955036404529,,,,F,,201,2017-09-30 16:04:06.650000-07:00,2017-09-30 23:04:06.650000+00:00
63,21000036,2017-09-30 16:04:42.746,746,2017-09-30 09:04:42.746,2018-10-24 00:14:37.745,1,,0,1,6737919,280.746625,5632,3140.625,3328.125,135.908332079101,,,,F,,201,2017-09-30 16:04:42.746000-07:00,2017-09-30 23:04:42.746000+00:00
64,21000037,2017-09-30 16:04:57.296,296,2017-09-30 09:04:57.296,2018-10-24 00:14:37.855,1,,0,1,7087103,295.295958333333,4096,984.375,1289.0625,169.935668322557,,,,F,,201,2017-09-30 16:04:57.296000-07:00,2017-09-30 23:04:57.296000+00:00
65,22000001,2017-09-30 16:15:04.901,901,2017-09-30 09:15:04.901,2018-10-24 00:14:38.971,1,,0,1,69631,2.90129166666667,8704,11835.9375,11976.5625,180.586672561028,,,,F,,201,2017-09-30 16:15:04.901000-07:00,2017-09-30 23:15:04.901000+00:00
66,22000002,2017-09-30 16:15:16.891,891,2017-09-30 09:15:16.891,2018-10-24 00:14:39.082,1,,0,1,357375,14.890625,12288,11789.0625,11976.5625,184.458698974168,,,,F,,201,2017-09-30 16:15:16.891000-07:00,2017-09-30 23:15:16.891000+00:00
67,22000003,2017-09-30 16:15:18.896,896,2017-09-30 09:15:18.896,2018-10-24 00:14:39.097,1,,0,1,405503,16.8959583333333,11776,11789.0625,11976.5625,184.726376539394,,,,F,,201,2017-09-30 16:15:18.896000-07:00,2017-09-30 23:15:18.896000+00:00
68,22000004,2017-09-30 16:15:21.157,157,2017-09-30 09:15:21.157,2018-10-24 00:14:39.112,1,,0,1,459775,19.1572916666667,9216,11859.375,11976.5625,169.613774022887,,,,F,,201,2017-09-30 16:15:21.157000-07:00,2017-09-30 23:15:21.157000+00:00
69,22000005,2017-09-30 16:15:22.886,886,2017-09-30 09:15:22.886,2018-10-24 00:14:39.127,1,,0,1,501247,20.8852916666667,7680,11765.625,11976.5625,194.071481704183,,,,F,,201,2017-09-30 16:15:22.886000-07:00,2017-09-30 23:15:22.886000+00:00
70,22000006,2017-09-30 16:15:25.083,83,2017-09-30 09:15:25.083,2018-10-24 00:14:39.143,1,,0,1,553983,23.082625,10752,11789.0625,11976.5625,172.136754359796,,,,F,,201,2017-09-30 16:15:25.083000-07:00,2017-09-30 23:15:25.083000+00:00
71,22000007,2017-09-30 16:15:26.917,917,2017-09-30 09:15:26.917,2018-10-24 00:14:39.153,1,,0,1,598015,24.9172916666667,5632,11695.3125,11976.5625,183.941701614915,,,,F,,201,2017-09-30 16:15:26.917000-07:00,2017-09-30 23:15:26.917000+00:00
72,22000008,2017-09-30 16:15:27.045,45,2017-09-30 09:15:27.045,2018-10-24 00:14:39.153,1,,0,1,601087,25.0452916666667,11776,11835.9375,11976.5625,170.447314512826,,,,F,,201,2017-09-30 16:15:27.045000-07:00,2017-09-30 23:15:27.045000+00:00
73,22000009,2017-09-30 16:15:28.922,922,2017-09-30 09:15:28.922,2018-10-24 00:14:39.213,1,,0,1,646143,26.922625,8704,11812.5,11976.5625,186.231281153682,,,,F,,201,2017-09-30 16:15:28.922000-07:00,2017-09-30 23:15:28.922000+00:00
74,22000010,2017-09-30 16:15:40.763,763,2017-09-30 09:15:40.763,2018-10-24 00:14:39.313,1,,0,1,930303,38.762625,3072,4523.4375,5039.0625,154.133191052412,,,,F,,201,2017-09-30 16:15:40.763000-07:00,2017-09-30 23:15:40.763000+00:00
75,22000011,2017-09-30 16:18:16.966,966,2017-09-30 09:18:16.966,2018-10-24 00:14:40.607,1,,0,1,4679167,194.965291666667,3584,4781.25,5203.125,139.509037306591,,,,F,,201,2017-09-30 16:18:16.966000-07:00,2017-09-30 23:18:16.966000+00:00
76,22000012,2017-09-30 16:18:17.286,286,2017-09-30 09:18:17.286,2018-10-24 00:14:40.614,1,,0,1,4686847,195.285291666667,11776,5460.9375,5625.0,141.645626491688,,,,F,,201,2017-09-30 16:18:17.286000-07:00,2017-09-30 23:18:17.286000+00:00
77,22000013,2017-09-30 16:18:17.050,50,2017-09-30 09:18:17.050,2018-10-24 00:14:40.620,1,,0,1,4681215,195.050625,8704,3468.75,3984.375,146.838320573895,,,,F,,201,2017-09-30 16:18:17.050000-07:00,2017-09-30 23:18:17.050000+00:00
78,22000014,2017-09-30 16:18:17.434,434,2017-09-30 09:18:17.434,2018-10-24 00:14:40.620,1,,0,1,4690431,195.434625,17920,3585.9375,3796.875,142.408282387906,,,,F,,201,2017-09-30 16:18:17.434000-07:00,2017-09-30 23:18:17.434000+00:00
79,22000015,2017-09-30 16:18:17.029,29,2017-09-30 09:18:17.029,2018-10-24 00:14:40.620,1,,0,1,4680703,195.029291666667,28160,1664.0625,1921.875,148.945524435397,,,,F,,201,2017-09-30 16:18:17.029000-07:00,2017-09-30 23:18:17.029000+00:00
80,22000016,2017-09-30 16:18:18.010,10,2017-09-30 09:18:18.010,2018-10-24 00:14:40.621,1,,0,1,4704255,196.010625,9728,2601.5625,2765.625,140.709088809784,,,,F,,201,2017-09-30 16:18:18.010000-07:00,2017-09-30 23:18:18.010000+00:00
81,22000017,2017-09-30 16:18:18.694,694,2017-09-30 09:18:18.694,2018-10-24 00:14:40.626,1,,0,1,4720639,196.693291666667,10752,6585.9375,6726.5625,139.063438507725,,,,F,,201,2017-09-30 16:18:18.694000-07:00,2017-09-30 23:18:18.694000+00:00
82,22000018,2017-09-30 16:18:19.995,995,2017-09-30 09:18:19.995,2018-10-24 00:14:40.636,1,,0,1,4751871,197.994625,8704,4148.4375,4382.8125,135.522087061302,,,,F,,201,2017-09-30 16:18:19.995000-07:00,2017-09-30 23:18:19.995000+00:00
83,22000019,2017-09-30 16:18:20.122,122,2017-09-30 09:18:20.122,2018-10-24 00:14:40.641,1,,0,1,4754943,198.122625,23040,2695.3125,2835.9375,143.698344957752,,,,F,,201,2017-09-30 16:18:20.122000-07:00,2017-09-30 23:18:20.122000+00:00
84,22000020,2017-09-30 16:18:19.909,909,2017-09-30 09:18:19.909,2018-10-24 00:14:40.641,1,,0,1,4749823,197.909291666667,25600,6773.4375,7312.5,142.275475220305,,,,F,,201,2017-09-30 16:18:19.909000-07:00,2017-09-30 23:18:19.909000+00:00
85,22000021,2017-09-30 16:18:19.995,995,2017-09-30 09:18:19.995,2018-10-24 00:14:40.642,1,,0,1,4751871,197.994625,27136,1335.9375,1453.125,137.007584220171,,,,F,,201,2017-09-30 16:18:19.995000-07:00,2017-09-30 23:18:19.995000+00:00
86,22000022,2017-09-30 16:18:20.891,891,2017-09-30 09:18:20.891,2018-10-24 00:14:40.652,1,,0,1,4773375,198.890625,8192,5367.1875,5625.0,139.768039049843,,,,F,,201,2017-09-30 16:18:20.891000-07:00,2017-09-30 23:18:20.891000+00:00
87,22000023,2017-09-30 16:18:20.527,527,2017-09-30 09:18:20.527,2018-10-24 00:14:40.653,1,,0,1,4764671,198.527958333333,20480,4078.125,4242.1875,135.913335702105,,,,F,,201,2017-09-30 16:18:20.527000-07:00,2017-09-30 23:18:20.527000+00:00
88,22000024,2017-09-30 16:18:30.086,86,2017-09-30 09:18:30.086,2018-10-24 00:14:40.723,1,,0,1,4994047,208.085291666667,12288,2882.8125,2953.125,140.377149125453,,,,F,,201,2017-09-30 16:18:30.086000-07:00,2017-09-30 23:18:30.086000+00:00
89,22000025,2017-09-30 16:18:30.278,278,2017-09-30 09:18:30.278,2018-10-24 00:14:40.723,1,,0,1,4998655,208.277291666667,13312,7265.625,7382.8125,134.895380682858,,,,F,,201,2017-09-30 16:18:30.278000-07:00,2017-09-30 23:18:30.278000+00:00
90,25000001,2017-09-30 17:00:34.363,363,2017-09-30 10:00:34.363,2018-10-24 00:14:49.725,1,,0,1,776703,32.362625,9216,6140.625,6304.6875,141.612722091995,,,,F,,201,2017-09-30 17:00:34.363000-07:00,2017-10-01 00:00:34.363000+00:00
91,25000002,2017-09-30 17:00:56.592,592,2017-09-30 10:00:56.592,2018-10-24 00:14:49.896,1,,0,1,1310207,54.5919583333333,6144,7078.125,7265.625,142.280085290541,,,,F,,201,2017-09-30 17:00:56.592000-07:00,2017-10-01 00:00:56.592000+00:00
92,25000003,2017-09-30 17:01:10.886,886,2017-09-30 10:01:10.886,2018-10-24 00:14:50.001,1,,0,1,1653247,68.8852916666667,6656,7593.75,7781.25,140.002644457076,,,,F,,201,2017-09-30 17:01:10.886000-07:00,2017-10-01 00:01:10.886000+00:00
93,25000004,2017-09-30 17:01:49.306,306,2017-09-30 10:01:49.306,2018-10-24 00:14:50.321,1,,0,1,2575359,107.306625,4096,7007.8125,7359.375,145.49450969557,,,,F,,201,2017-09-30 17:01:49.306000-07:00,2017-10-01 00:01:49.306000+00:00
94,25000005,2017-09-30 17:04:54.842,842,2017-09-30 10:04:54.842,2018-10-24 00:14:51.818,1,,0,1,7028223,292.842625,5120,7031.25,7265.625,136.71182878018,,,,F,,201,2017-09-30 17:04:54.842000-07:00,2017-10-01 00:04:54.842000+00:00
95,27000001,2017-09-30 17:34:55.909,909,2017-09-30 10:34:55.909,2018-10-24 00:14:58.924,1,,0,1,7053823,293.909291666667,4608,5859.375,6093.75,148.805527459648,,,,F,,201,2017-09-30 17:34:55.909000-07:00,2017-10-01 00:34:55.909000+00:00
96,30000001,2017-09-30 18:17:48.933,933,2017-09-30 11:17:48.933,2018-10-24 00:15:08.294,1,,0,1,4006399,166.933291666667,7680,6117.1875,6304.6875,126.499634890047,,,,F,,201,2017-09-30 18:17:48.933000-07:00,2017-10-01 01:17:48.933000+00:00
97,34000001,2017-09-30 19:15:35.429,429,2017-09-30 12:15:35.429,2018-10-24 00:15:20.981,1,,0,1,802303,33.4292916666667,8192,8953.125,9257.8125,128.399562852696,,,,F,,201,2017-09-30 19:15:35.429000-07:00,2017-10-01 02:15:35.429000+00:00
98,36000001,2017-09-30 19:49:40.998,998,2017-09-30 12:49:40.998,2018-10-24 00:15:29.862,1,,0,1,6695935,278.997291666667,4096,5109.375,5507.8125,135.741466566881,,,,F,,201,2017-09-30 19:49:40.998000-07:00,2017-10-01 02:49:40.998000+00:00
