Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
31	Spectrogram 1	1	988.069031157	988.570144395	116.5	718.4	Iniskin_HB15_191102075353.wav
32	Spectrogram 1	1	992.913125789	993.347423928	116.5	543.7	Iniskin_HB15_191102075353.wav
33	Spectrogram 1	1	997.222699633	997.991073265	116.5	271.8	Iniskin_HB15_191102075353.wav
34	Spectrogram 1	1	999.060114839	999.494412978	116.5	174.8	Iniskin_HB15_191102075353.wav
35	Spectrogram 1	1	1000.930937593	1001.799533872	97.1	233.0	Iniskin_HB15_191102075353.wav
36	Spectrogram 1	1	1030.396395973	1031.331807350	485.4	990.3	Iniskin_HB15_191102075353.wav
37	Spectrogram 1	1	1179.267229143	1180.202640521	291.3	718.4	Iniskin_HB15_191102075353.wav
38	Spectrogram 1	1	1184.311769070	1185.013327603	252.4	427.2	Iniskin_HB15_191102075353.wav
39	Spectrogram 1	1	1188.487712718	1189.824014685	252.4	504.9	Iniskin_HB15_191102075353.wav
40	Spectrogram 1	1	1193.378615419	1194.347434345	155.3	446.6	Iniskin_HB15_191102075353.wav
41	Spectrogram 1	1	1199.692642214	1200.828498886	349.5	660.2	Iniskin_HB15_191102075353.wav
42	Spectrogram 1	1	1204.737182141	1205.338518026	116.5	349.5	Iniskin_HB15_191102075353.wav
43	Spectrogram 1	1	1209.681499420	1210.616910797	155.3	349.5	Iniskin_HB15_191102075353.wav
44	Spectrogram 1	1	1211.452099527	1212.754993945	194.2	466.0	Iniskin_HB15_191102075353.wav
45	Spectrogram 1	1	1217.198197986	1218.033386716	116.5	388.3	Iniskin_HB15_191102075353.wav
46	Spectrogram 1	1	1235.271682094	1237.008874652	388.3	621.4	Iniskin_HB15_191102075353.wav
47	Spectrogram 1	1	1285.997742274	1286.665893258	427.2	621.4	Iniskin_HB15_191102075353.wav
48	Spectrogram 1	1	1290.607984062	1291.409765242	504.9	737.9	Iniskin_HB15_191102075353.wav
49	Spectrogram 1	1	1295.017780554	1296.554527816	233.0	757.3	Iniskin_HB15_191102075353.wav
50	Spectrogram 1	1	1300.396395973	1300.830694112	194.2	466.0	Iniskin_HB15_191102075353.wav
51	Spectrogram 1	1	1303.783958960	1304.652555238	174.8	466.0	Iniskin_HB15_191102075353.wav
52	Spectrogram 1	1	1308.126940354	1308.861906436	155.3	427.2	Iniskin_HB15_191102075353.wav
53	Spectrogram 1	1	1310.331838600	1310.832951837	97.1	233.0	Iniskin_HB15_191102075353.wav
54	Spectrogram 1	1	1313.973261461	1315.576823821	407.8	660.2	Iniskin_HB15_191102075353.wav
55	Spectrogram 1	1	1320.387510904	1321.890850617	310.7	466.0	Iniskin_HB15_191102075353.wav
56	Spectrogram 1	1	1326.567907503	1327.870801921	135.9	310.7	Iniskin_HB15_191102075353.wav
57	Spectrogram 1	1	1331.746077626	1333.984383421	116.5	640.8	Iniskin_HB15_191102075353.wav
58	Spectrogram 1	1	1345.276135045	1347.180365349	368.9	718.4	Iniskin_HB15_191102075353.wav
59	Spectrogram 1	1	1352.558980767	1353.828467636	155.3	330.1	Iniskin_HB15_191102075353.wav
60	Spectrogram 1	1	1379.665903675	1380.668130150	368.9	660.2	Iniskin_HB15_191102075353.wav
61	Spectrogram 1	1	1385.412002134	1386.247190864	252.4	660.2	Iniskin_HB15_191102075353.wav
62	Spectrogram 1	1	2112.815140033	2113.717143861	349.5	893.2	Iniskin_HB15_191102075353.wav
63	Spectrogram 1	1	2118.093532804	2118.928721534	310.7	679.6	Iniskin_HB15_191102075353.wav
64	Spectrogram 1	1	2449.042303035	2450.244974805	349.5	815.5	Iniskin_HB15_191102075353.wav
65	Spectrogram 1	1	2468.418681561	2470.022243922	252.4	757.3	Iniskin_HB15_191102075353.wav
66	Spectrogram 1	1	2502.307336952	2503.643638920	291.3	718.4	Iniskin_HB15_191102075353.wav
67	Spectrogram 1	1	2513.265013085	2514.467684855	310.7	718.4	Iniskin_HB15_191102075353.wav
68	Spectrogram 1	1	2529.734934832	2531.371904742	174.8	699.0	Iniskin_HB15_191102075353.wav
69	Spectrogram 1	1	2536.683705062	2538.020007030	213.6	737.9	Iniskin_HB15_191102075353.wav
70	Spectrogram 1	1	2559.547869223	2560.850763641	291.3	737.9	Iniskin_HB15_191102075353.wav
71	Spectrogram 1	1	2564.893077093	2566.129156412	252.4	699.0	Iniskin_HB15_191102075353.wav
72	Spectrogram 1	1	2569.904209470	2571.006658593	155.3	621.4	Iniskin_HB15_191102075353.wav
73	Spectrogram 1	1	2595.975498353	2598.080173951	291.3	737.9	Iniskin_HB15_191102075353.wav
74	Spectrogram 1	1	2602.256117599	2603.792864862	252.4	466.0	Iniskin_HB15_191102075353.wav
75	Spectrogram 1	1	2622.267239560	2624.004432118	271.8	679.6	Iniskin_HB15_191102075353.wav
76	Spectrogram 1	1	2663.505555772	2665.075710584	310.7	699.0	Iniskin_HB15_191102075353.wav
77	Spectrogram 1	1	2668.917578740	2669.652544822	135.9	718.4	Iniskin_HB15_191102075353.wav
78	Spectrogram 1	1	2673.795080921	2674.630269650	116.5	407.8	Iniskin_HB15_191102075353.wav
79	Spectrogram 1	1	2680.309553011	2681.311779487	116.5	427.2	Iniskin_HB15_191102075353.wav
80	Spectrogram 1	1	2686.055651471	2687.258323241	407.8	601.9	Iniskin_HB15_191102075353.wav
81	Spectrogram 1	1	2691.801749930	2693.071236799	155.3	485.4	Iniskin_HB15_191102075353.wav
82	Spectrogram 1	1	2697.481033292	2698.616889964	135.9	466.0	Iniskin_HB15_191102075353.wav
83	Spectrogram 1	1	2702.759426063	2703.761652538	155.3	427.2	Iniskin_HB15_191102075353.wav
84	Spectrogram 1	1	2705.512245615	2706.314026796	97.1	271.8	Iniskin_HB15_191102075353.wav
85	Spectrogram 1	1	2710.757230837	2711.659234665	388.3	679.6	Iniskin_HB15_191102075353.wav
86	Spectrogram 1	1	2717.939853911	2719.376378526	174.8	466.0	Iniskin_HB15_191102075353.wav
87	Spectrogram 1	1	2738.351866463	2739.621353331	388.3	854.4	Iniskin_HB15_191102075353.wav
88	Spectrogram 1	1	2782.229379060	2782.730492298	563.1	796.1	Iniskin_HB15_191102075353.wav
89	Spectrogram 1	1	2787.908662421	2788.677036052	485.4	757.3	Iniskin_HB15_191102075353.wav
90	Spectrogram 1	1	2798.365225316	2798.866338553	368.9	757.3	Iniskin_HB15_191102075353.wav
91	Spectrogram 1	1	2980.523377993	2981.425381821	504.9	679.6	Iniskin_HB15_191102075353.wav
92	Spectrogram 1	1	2995.256107183	2996.191518560	97.1	388.3	Iniskin_HB15_191102075353.wav
93	Spectrogram 1	1	3002.939843495	3003.841847323	330.1	582.5	Iniskin_HB15_191102075353.wav
94	Spectrogram 1	1	3014.899746102	3015.868565029	135.9	446.6	Iniskin_HB15_191102075353.wav
95	Spectrogram 1	1	3034.456562894	3035.158121427	660.2	912.6	Iniskin_HB15_191102075353.wav
96	Spectrogram 1	1	3038.665914091	3039.267249977	524.3	718.4	Iniskin_HB15_191102075353.wav
97	Spectrogram 1	1	3043.543416272	3044.178159707	543.7	776.7	Iniskin_HB15_191102075353.wav
98	Spectrogram 1	1	3049.055661888	3049.656997773	504.9	737.9	Iniskin_HB15_191102075353.wav
99	Spectrogram 1	1	3055.069020741	3056.171469864	427.2	699.0	Iniskin_HB15_191102075353.wav
100	Spectrogram 1	1	3059.512224782	3060.714896553	446.6	679.6	Iniskin_HB15_191102075353.wav
101	Spectrogram 1	1	3064.690394905	3065.859659127	427.2	699.0	Iniskin_HB15_191102075353.wav
102	Spectrogram 1	1	3069.701527283	3070.670346209	213.6	660.2	Iniskin_HB15_191102075353.wav
103	Spectrogram 1	1	3074.044508677	3074.478806816	155.3	504.9	Iniskin_HB15_191102075353.wav
104	Spectrogram 1	1	3078.387490071	3078.988825956	135.9	446.6	Iniskin_HB15_191102075353.wav
105	Spectrogram 1	1	3082.530026169	3083.131362055	97.1	407.8	Iniskin_HB15_191102075353.wav
106	Spectrogram 1	1	3088.022264755	3089.024491231	407.8	563.1	Iniskin_HB15_191102075353.wav
107	Spectrogram 1	1	3094.636959493	3095.505555772	252.4	407.8	Iniskin_HB15_191102075353.wav
108	Spectrogram 1	1	3121.830704529	3122.632485709	174.8	446.6	Iniskin_HB15_191102075353.wav
109	Spectrogram 1	1	3147.668140567	3149.371925575	485.4	640.8	Iniskin_HB15_191102075353.wav
110	Spectrogram 1	1	3183.714886136	3185.084595652	466.0	873.8	Iniskin_HB15_191102075353.wav
111	Spectrogram 1	1	3188.959871358	3189.962097833	485.4	757.3	Iniskin_HB15_191102075353.wav
112	Spectrogram 1	1	3195.922042107	3196.556785542	213.6	932.0	Iniskin_HB15_191102075353.wav
113	Spectrogram 1	1	3200.231615952	3200.766136739	116.5	893.2	Iniskin_HB15_191102075353.wav
114	Spectrogram 1	1	3203.739408616	3204.173706756	116.5	737.9	Iniskin_HB15_191102075353.wav
115	Spectrogram 1	1	3207.080163535	3207.648091871	116.5	699.0	Iniskin_HB15_191102075353.wav
116	Spectrogram 1	1	3218.973251044	3220.175922815	291.3	932.0	Iniskin_HB15_191102075353.wav
117	Spectrogram 1	1	3224.619126856	3225.120240094	135.9	368.9	Iniskin_HB15_191102075353.wav
118	Spectrogram 1	1	3243.026686456	3244.129135579	368.9	640.8	Iniskin_HB15_191102075353.wav
119	Spectrogram 1	1	3249.788411911	3250.723823288	155.3	466.0	Iniskin_HB15_191102075353.wav
120	Spectrogram 1	1	3255.901993411	3257.104665182	155.3	427.2	Iniskin_HB15_191102075353.wav
121	Spectrogram 1	1	3259.777269117	3261.781722068	718.4	873.8	Iniskin_HB15_191102075353.wav
122	Spectrogram 1	1	3262.316242854	3264.688178847	737.9	932.0	Iniskin_HB15_191102075353.wav
123	Spectrogram 1	1	3267.360782781	3268.897530044	446.6	815.5	Iniskin_HB15_191102075353.wav
124	Spectrogram 1	1	3283.864112078	3285.367451791	77.7	427.2	Iniskin_HB15_191102075353.wav
125	Spectrogram 1	1	3320.859669543	3321.928711117	563.1	718.4	Iniskin_HB15_191102075353.wav
126	Spectrogram 1	1	3326.138062314	3327.207103888	524.3	796.1	Iniskin_HB15_191102075353.wav
127	Spectrogram 1	1	3330.781711651	3331.583492831	504.9	990.3	Iniskin_HB15_191102075353.wav
128	Spectrogram 1	1	3347.218225849	3347.986599480	97.1	330.1	Iniskin_HB15_191102075353.wav
129	Spectrogram 1	1	3348.153637226	3348.955418407	427.2	776.7	Iniskin_HB15_191102075353.wav
130	Spectrogram 1	1	3357.487743968	3358.322932698	252.4	699.0	Iniskin_HB15_191102075353.wav
131	Spectrogram 1	1	3361.129166829	3362.365246149	77.7	407.8	Iniskin_HB15_191102075353.wav
132	Spectrogram 1	1	3365.271702928	3365.806223715	155.3	679.6	Iniskin_HB15_191102075353.wav
133	Spectrogram 1	1	3368.412012551	3368.846310690	135.9	699.0	Iniskin_HB15_191102075353.wav
134	Spectrogram 1	1	3373.757220420	3374.659224248	446.6	582.5	Iniskin_HB15_191102075353.wav
135	Spectrogram 1	1	3379.971024568	3380.472137806	135.9	699.0	Iniskin_HB15_191102075353.wav
136	Spectrogram 1	1	3383.812892725	3384.280598413	135.9	543.7	Iniskin_HB15_191102075353.wav
137	Spectrogram 1	1	3388.322911864	3388.857432651	135.9	485.4	Iniskin_HB15_191102075353.wav
138	Spectrogram 1	1	3393.200414045	3393.868565029	155.3	737.9	Iniskin_HB15_191102075353.wav
139	Spectrogram 1	1	3397.443172791	3397.844063382	135.9	466.0	Iniskin_HB15_191102075353.wav
