Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
33	Spectrogram 1	1	7865.111334192	7866.380821061	441.6	691.2	Iniskin_HB14_191101195358.wav
34	Spectrogram 1	1	7885.423124095	7886.993278907	422.4	787.2	Iniskin_HB14_191101195358.wav
35	Spectrogram 1	1	7957.342970977	7958.612457846	499.2	729.6	Iniskin_HB14_191101195358.wav
36	Spectrogram 1	1	7965.160337486	7966.530047003	441.6	844.8	Iniskin_HB14_191101195358.wav
37	Spectrogram 1	1	7992.768373631	7993.904230303	614.4	768.0	Iniskin_HB14_191101195358.wav
38	Spectrogram 1	1	7997.913136205	7999.082400427	441.6	710.4	Iniskin_HB14_191101195358.wav
39	Spectrogram 1	1	8002.790638386	8003.525604468	403.2	672.0	Iniskin_HB14_191101195358.wav
40	Spectrogram 1	1	8008.403106649	8009.438740674	230.4	672.0	Iniskin_HB14_191101195358.wav
41	Spectrogram 1	1	8526.407538767	8527.476580341	307.2	537.6	Iniskin_HB14_191101195358.wav
42	Spectrogram 1	1	8847.334044242	8848.436493365	518.4	787.2	Iniskin_HB14_191101195358.wav
43	Spectrogram 1	1	8874.708227543	8875.510008723	480.0	672.0	Iniskin_HB14_191101195358.wav
44	Spectrogram 1	1	9678.260570550	9679.095759280	441.6	844.8	Iniskin_HB14_191101195358.wav
45	Spectrogram 1	1	9682.636959493	9683.271702928	268.8	595.2	Iniskin_HB14_191101195358.wav
46	Spectrogram 1	1	9850.550095699	9851.652544822	518.4	825.6	Iniskin_HB14_191101195358.wav
47	Spectrogram 1	1	9858.901982995	9859.336281134	172.8	576.0	Iniskin_HB14_191101195358.wav
48	Spectrogram 1	1	9967.536726429	9969.207103888	422.4	710.4	Iniskin_HB14_191101195358.wav
49	Spectrogram 1	1	9972.080153118	9973.282824889	384.0	614.4	Iniskin_HB14_191101195358.wav
50	Spectrogram 1	1	9979.296183742	9980.365225316	192.0	518.4	Iniskin_HB14_191101195358.wav
51	Spectrogram 1	1	9989.752746636	9991.556754292	460.8	691.2	Iniskin_HB14_191101195358.wav
52	Spectrogram 1	1	9996.681509837	9997.950996706	345.6	652.8	Iniskin_HB14_191101195358.wav
53	Spectrogram 1	1	10030.523357159	10031.692621381	480.0	768.0	Iniskin_HB14_191101195358.wav
54	Spectrogram 1	1	10035.601304635	10036.870791504	403.2	729.6	Iniskin_HB14_191101195358.wav
55	Spectrogram 1	1	10040.311769070	10041.915331431	384.0	614.4	Iniskin_HB14_191101195358.wav
56	Spectrogram 1	1	10048.543426689	10049.879728656	288.0	672.0	Iniskin_HB14_191101195358.wav
57	Spectrogram 1	1	10053.387521321	10054.723823288	268.8	403.2	Iniskin_HB14_191101195358.wav
58	Spectrogram 1	1	10057.262797026	10058.097985755	211.2	441.6	Iniskin_HB14_191101195358.wav
59	Spectrogram 1	1	10450.028933765	10451.265013085	345.6	1344.0	Iniskin_HB14_191101195358.wav
60	Spectrogram 1	1	10455.374141634	10457.044519093	499.2	2630.4	Iniskin_HB14_191101195358.wav
61	Spectrogram 1	1	10484.017811804	10485.287298673	345.6	556.8	Iniskin_HB14_191101195358.wav
62	Spectrogram 1	1	10589.512245615	10590.681509837	249.6	364.8	Iniskin_HB14_191101195358.wav
63	Spectrogram 1	1	11404.055672304	11405.659234665	326.4	710.4	Iniskin_HB14_191101195358.wav
64	Spectrogram 1	1	11405.559012017	11407.797317813	633.6	3052.8	Iniskin_HB14_191101195358.wav
65	Spectrogram 1	1	11418.320695805	11420.826261994	249.6	3052.8	Iniskin_HB14_191101195358.wav
66	Spectrogram 1	1	11433.020017446	11435.358545889	460.8	2880.0	Iniskin_HB14_191101195358.wav
67	Spectrogram 1	1	11444.378584169	11445.447625742	307.2	556.8	Iniskin_HB14_191101195358.wav
68	Spectrogram 1	1	11452.877502181	11454.414249443	787.2	2880.0	Iniskin_HB14_191101195358.wav
69	Spectrogram 1	1	11476.630269650	11478.233832011	844.8	2841.6	Iniskin_HB14_191101195358.wav
70	Spectrogram 1	1	11498.211546423	11499.247180447	268.8	2035.2	Iniskin_HB14_191101195358.wav
71	Spectrogram 1	1	11505.761652538	11507.264992251	480.0	3014.4	Iniskin_HB14_191101195358.wav
72	Spectrogram 1	1	11697.407549183	11697.775032224	76.8	576.0	Iniskin_HB14_191101195358.wav
73	Spectrogram 1	1	11702.685941954	11703.086832545	115.2	672.0	Iniskin_HB14_191101195358.wav
74	Spectrogram 1	1	11708.632485709	11709.133598947	96.0	403.2	Iniskin_HB14_191101195358.wav
75	Spectrogram 1	1	11711.705980234	11712.708206709	230.4	576.0	Iniskin_HB14_191101195358.wav
76	Spectrogram 1	1	11723.946543755	11725.683736312	364.8	633.6	Iniskin_HB14_191101195358.wav
77	Spectrogram 1	1	11728.890861034	11729.458789370	364.8	691.2	Iniskin_HB14_191101195358.wav
78	Spectrogram 1	1	11735.472148223	11736.340744502	460.8	748.8	Iniskin_HB14_191101195358.wav
79	Spectrogram 1	1	11739.080163535	11739.881944715	268.8	652.8	Iniskin_HB14_191101195358.wav
80	Spectrogram 1	1	11743.189292084	11743.523367576	134.4	499.2	Iniskin_HB14_191101195358.wav
81	Spectrogram 1	1	11748.501092404	11749.436503782	480.0	672.0	Iniskin_HB14_191101195358.wav
82	Spectrogram 1	1	11752.877481347	11753.478817233	134.4	787.2	Iniskin_HB14_191101195358.wav
83	Spectrogram 1	1	11765.271682094	11766.841836906	518.4	864.0	Iniskin_HB14_191101195358.wav
84	Spectrogram 1	1	11769.247180447	11770.082369177	403.2	806.4	Iniskin_HB14_191101195358.wav
85	Spectrogram 1	1	11974.556764709	11975.124693045	576.0	748.8	Iniskin_HB14_191101195358.wav
86	Spectrogram 1	1	12000.293978099	12001.530057419	192.0	499.2	Iniskin_HB14_191101195358.wav
87	Spectrogram 1	1	12006.641412444	12007.142525682	115.2	499.2	Iniskin_HB14_191101195358.wav
88	Spectrogram 1	1	12038.278361521	12039.013327603	384.0	652.8	Iniskin_HB14_191101195358.wav
89	Spectrogram 1	1	12105.387521321	12107.291751624	499.2	748.8	Iniskin_HB14_191101195358.wav
90	Spectrogram 1	1	12608.258333658	12609.026707289	499.2	652.8	Iniskin_HB14_191101195358.wav
91	Spectrogram 1	1	12612.300647109	12614.104654765	499.2	691.2	Iniskin_HB14_191101195358.wav
92	Spectrogram 1	1	14164.603551944	14166.307336952	96.0	518.4	Iniskin_HB14_191101195358.wav
93	Spectrogram 1	1	14420.004452951	14421.841868156	96.0	460.8	Iniskin_HB14_191101195358.wav
94	Spectrogram 1	1	14592.160347903	14594.097985755	76.8	518.4	Iniskin_HB14_191101195358.wav
95	Spectrogram 1	1	14789.873017980	14791.877470931	76.8	441.6	Iniskin_HB14_191101195358.wav
96	Spectrogram 1	1	18491.953212764	18493.957665715	537.6	787.2	Iniskin_HB14_191101195358.wav
97	Spectrogram 1	1	18525.126909104	18526.596841268	480.0	710.4	Iniskin_HB14_191101195358.wav
98	Spectrogram 1	1	18561.721575979	18562.890840200	441.6	825.6	Iniskin_HB14_191101195358.wav
99	Spectrogram 1	1	18579.360761948	18580.864101661	441.6	614.4	Iniskin_HB14_191101195358.wav
100	Spectrogram 1	1	18666.982156946	18668.485496659	96.0	499.2	Iniskin_HB14_191101195358.wav
101	Spectrogram 1	1	18930.100201814	18931.636949077	96.0	652.8	Iniskin_HB14_191101195358.wav
102	Spectrogram 1	1	19010.391943022	19011.795060087	96.0	460.8	Iniskin_HB14_191101195358.wav
103	Spectrogram 1	1	19252.296194158	19253.866348970	96.0	422.4	Iniskin_HB14_191101195358.wav
104	Spectrogram 1	1	19365.875254872	19367.378594585	96.0	403.2	Iniskin_HB14_191101195358.wav
105	Spectrogram 1	1	19891.376378526	19893.113571084	134.4	384.0	Iniskin_HB14_191101195358.wav
106	Spectrogram 1	1	20209.530057419	20211.300657526	76.8	460.8	Iniskin_HB14_191101195358.wav
107	Spectrogram 1	1	20963.458789370	20964.895313985	172.8	384.0	Iniskin_HB14_191101195358.wav
108	Spectrogram 1	1	21031.623590224	21032.258333658	537.6	787.2	Iniskin_HB14_191101195358.wav
109	Spectrogram 1	1	21035.599088576	21036.601315052	499.2	825.6	Iniskin_HB14_191101195358.wav
110	Spectrogram 1	1	21042.982156946	21044.084606069	441.6	633.6	Iniskin_HB14_191101195358.wav
111	Spectrogram 1	1	21049.229368643	21051.033376299	76.8	403.2	Iniskin_HB14_191101195358.wav
112	Spectrogram 1	1	21620.579050297	21621.080163535	480.0	672.0	Iniskin_HB14_191101195358.wav
113	Spectrogram 1	1	21661.783958960	21663.120260927	153.6	480.0	Iniskin_HB14_191101195358.wav
114	Spectrogram 1	1	22327.757220420	22329.126929937	192.0	403.2	Iniskin_HB14_191101195358.wav
115	Spectrogram 1	1	22422.962129083	22423.964355559	192.0	403.2	Iniskin_HB14_191101195358.wav
116	Spectrogram 1	1	23018.064578206	23019.334065075	499.2	652.8	Iniskin_HB14_191101195358.wav
117	Spectrogram 1	1	23023.175933231	23024.579050297	460.8	710.4	Iniskin_HB14_191101195358.wav
118	Spectrogram 1	1	23036.672583101	23037.908662421	268.8	460.8	Iniskin_HB14_191101195358.wav
119	Spectrogram 1	1	23317.229368643	23318.432040414	537.6	825.6	Iniskin_HB14_191101195358.wav
120	Spectrogram 1	1	23322.841836906	23324.244953972	460.8	710.4	Iniskin_HB14_191101195358.wav
121	Spectrogram 1	1	23326.616889964	23327.218225849	441.6	652.8	Iniskin_HB14_191101195358.wav
122	Spectrogram 1	1	23330.839641681	23331.775053058	172.8	633.6	Iniskin_HB14_191101195358.wav
123	Spectrogram 1	1	23335.616921214	23336.285072197	134.4	403.2	Iniskin_HB14_191101195358.wav
124	Spectrogram 1	1	23341.028944182	23341.930948009	192.0	384.0	Iniskin_HB14_191101195358.wav
125	Spectrogram 1	1	24548.739398200	24550.443183208	172.8	710.4	Iniskin_HB14_191101195358.wav
126	Spectrogram 1	1	24596.291741207	24597.160337486	480.0	672.0	Iniskin_HB14_191101195358.wav
127	Spectrogram 1	1	24737.011132378	24738.146989050	211.2	768.0	Iniskin_HB14_191101195358.wav
128	Spectrogram 1	1	24792.080173951	24793.249438173	288.0	614.4	Iniskin_HB14_191101195358.wav
129	Spectrogram 1	1	24803.472148223	24804.775042641	115.2	710.4	Iniskin_HB14_191101195358.wav
130	Spectrogram 1	1	24810.721586396	24811.957665715	211.2	633.6	Iniskin_HB14_191101195358.wav
131	Spectrogram 1	1	24815.832941421	24816.801760347	249.6	595.2	Iniskin_HB14_191101195358.wav
132	Spectrogram 1	1	24817.937617019	24818.772805749	633.6	1036.8	Iniskin_HB14_191101195358.wav
133	Spectrogram 1	1	24826.322911864	24827.759436479	192.0	652.8	Iniskin_HB14_191101195358.wav
134	Spectrogram 1	1	24829.697074332	24830.665893258	672.0	921.6	Iniskin_HB14_191101195358.wav
135	Spectrogram 1	1	24952.810687082	24954.113581501	249.6	652.8	Iniskin_HB14_191101195358.wav
136	Spectrogram 1	1	25165.690384489	25166.625795866	230.4	691.2	Iniskin_HB14_191101195358.wav
137	Spectrogram 1	1	25168.062320481	25168.864101661	345.6	691.2	Iniskin_HB14_191101195358.wav
138	Spectrogram 1	1	25180.336291551	25181.138072731	364.8	672.0	Iniskin_HB14_191101195358.wav
139	Spectrogram 1	1	25182.440967149	25183.409786076	192.0	633.6	Iniskin_HB14_191101195358.wav
140	Spectrogram 1	1	25184.445420100	25185.547869223	211.2	595.2	Iniskin_HB14_191101195358.wav
141	Spectrogram 1	1	25195.904209470	25197.207103888	345.6	729.6	Iniskin_HB14_191101195358.wav
142	Spectrogram 1	1	25354.864122494	25356.133609363	192.0	614.4	Iniskin_HB14_191101195358.wav
143	Spectrogram 1	1	25527.821798627	25528.423134512	422.4	768.0	Iniskin_HB14_191101195358.wav
144	Spectrogram 1	1	25571.298420634	25572.868575445	230.4	729.6	Iniskin_HB14_191101195358.wav
145	Spectrogram 1	1	25782.020027863	25782.788401494	153.6	595.2	Iniskin_HB14_191101195358.wav
146	Spectrogram 1	1	25784.158111011	25784.759446896	192.0	576.0	Iniskin_HB14_191101195358.wav
147	Spectrogram 1	1	25785.861896019	25786.563454552	307.2	691.2	Iniskin_HB14_191101195358.wav
148	Spectrogram 1	1	25787.699311224	25788.801760347	211.2	729.6	Iniskin_HB14_191101195358.wav
149	Spectrogram 1	1	25789.803986823	25790.973251044	288.0	1267.2	Iniskin_HB14_191101195358.wav
150	Spectrogram 1	1	25804.069010324	25805.672572685	307.2	2131.2	Iniskin_HB14_191101195358.wav
151	Spectrogram 1	1	25806.674799160	25807.944286029	288.0	2668.8	Iniskin_HB14_191101195358.wav
152	Spectrogram 1	1	25868.305120894	25869.708237959	153.6	576.0	Iniskin_HB14_191101195358.wav
153	Spectrogram 1	1	25871.077947476	25871.779506009	192.0	633.6	Iniskin_HB14_191101195358.wav
154	Spectrogram 1	1	26113.870801921	26114.906435946	326.4	614.4	Iniskin_HB14_191101195358.wav
155	Spectrogram 1	1	26148.227163001	26148.962129083	556.8	806.4	Iniskin_HB14_191101195358.wav
156	Spectrogram 1	1	26532.374152051	26533.142525682	576.0	844.8	Iniskin_HB14_191101195358.wav
157	Spectrogram 1	1	26551.917568323	26552.418681561	518.4	806.4	Iniskin_HB14_191101195358.wav
158	Spectrogram 1	1	26554.322911864	26554.890840200	556.8	825.6	Iniskin_HB14_191101195358.wav
159	Spectrogram 1	1	26576.084626902	26577.554559066	230.4	1305.6	Iniskin_HB14_191101195358.wav
160	Spectrogram 1	1	26648.458778953	26649.260560134	172.8	652.8	Iniskin_HB14_191101195358.wav
161	Spectrogram 1	1	26656.777258700	26657.645854979	134.4	614.4	Iniskin_HB14_191101195358.wav
162	Spectrogram 1	1	26679.460984595	26681.064546956	115.2	672.0	Iniskin_HB14_191101195358.wav
163	Spectrogram 1	1	26698.984393838	26699.886397666	268.8	652.8	Iniskin_HB14_191101195358.wav
164	Spectrogram 1	1	26711.478817233	26713.048972044	326.4	748.8	Iniskin_HB14_191101195358.wav
