Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
20	Spectrogram 1	1	357.708217126	358.743851151	401.9	727.3	Iniskin_HB12_191030075427.wav
21	Spectrogram 1	1	363.754983528	364.790617553	287.1	612.4	Iniskin_HB12_191030075427.wav
22	Spectrogram 1	1	370.169232971	371.338497193	229.7	727.3	Iniskin_HB12_191030075427.wav
23	Spectrogram 1	1	374.178138873	375.113550251	172.2	803.8	Iniskin_HB12_191030075427.wav
24	Spectrogram 1	1	377.852969284	378.587935366	134.0	555.0	Iniskin_HB12_191030075427.wav
25	Spectrogram 1	1	382.677056886	383.979951304	363.6	593.3	Iniskin_HB12_191030075427.wav
26	Spectrogram 1	1	388.790638386	389.826272411	191.4	459.3	Iniskin_HB12_191030075427.wav
27	Spectrogram 1	1	394.236068903	394.937627436	114.8	363.6	Iniskin_HB12_191030075427.wav
28	Spectrogram 1	1	396.507782248	397.042303035	57.4	344.5	Iniskin_HB12_191030075427.wav
29	Spectrogram 1	1	399.247201281	400.483280600	114.8	421.1	Iniskin_HB12_191030075427.wav
30	Spectrogram 1	1	401.719359920	402.287288256	95.7	325.4	Iniskin_HB12_191030075427.wav
31	Spectrogram 1	1	403.623590224	405.661450724	172.2	421.1	Iniskin_HB12_191030075427.wav
32	Spectrogram 1	1	406.596862101	407.031160240	134.0	555.0	Iniskin_HB12_191030075427.wav
33	Spectrogram 1	1	409.169243388	411.875254872	153.1	421.1	Iniskin_HB12_191030075427.wav
34	Spectrogram 1	1	434.024459981	435.394169497	229.7	727.3	Iniskin_HB12_191030075427.wav
35	Spectrogram 1	1	439.416475919	440.518925042	191.4	727.3	Iniskin_HB12_191030075427.wav
36	Spectrogram 1	1	443.124713878	444.360793198	191.4	650.7	Iniskin_HB12_191030075427.wav
37	Spectrogram 1	1	447.467695272	448.035623608	172.2	746.4	Iniskin_HB12_191030075427.wav
38	Spectrogram 1	1	450.641412444	451.175933231	114.8	803.8	Iniskin_HB12_191030075427.wav
39	Spectrogram 1	1	452.144752158	452.812903141	114.8	478.5	Iniskin_HB12_191030075427.wav
40	Spectrogram 1	1	459.962118666	461.465458380	248.8	478.5	Iniskin_HB12_191030075427.wav
41	Spectrogram 1	1	466.543405856	467.077926643	76.6	401.9	Iniskin_HB12_191030075427.wav
42	Spectrogram 1	1	470.719349504	472.155874118	95.7	267.9	Iniskin_HB12_191030075427.wav
43	Spectrogram 1	1	475.062330897	477.033376299	76.6	401.9	Iniskin_HB12_191030075427.wav
44	Spectrogram 1	1	483.213772898	487.256086349	191.4	555.0	Iniskin_HB12_191030075427.wav
45	Spectrogram 1	1	489.708237959	491.512245615	306.2	669.9	Iniskin_HB12_191030075427.wav
46	Spectrogram 1	1	516.734945249	518.004432118	344.5	727.3	Iniskin_HB12_191030075427.wav
47	Spectrogram 1	1	521.679262528	522.881934298	287.1	746.4	Iniskin_HB12_191030075427.wav
48	Spectrogram 1	1	526.623579807	528.093511971	191.4	612.4	Iniskin_HB12_191030075427.wav
49	Spectrogram 1	1	531.668119734	532.503308463	210.5	669.9	Iniskin_HB12_191030075427.wav
50	Spectrogram 1	1	536.879697406	537.380810644	114.8	631.6	Iniskin_HB12_191030075427.wav
51	Spectrogram 1	1	540.487712718	541.155863702	114.8	497.6	Iniskin_HB12_191030075427.wav
52	Spectrogram 1	1	545.746098460	546.481064542	382.8	612.4	Iniskin_HB12_191030075427.wav
53	Spectrogram 1	1	552.293978099	553.530057419	210.5	535.9	Iniskin_HB12_191030075427.wav
54	Spectrogram 1	1	558.407559600	560.044529510	153.1	401.9	Iniskin_HB12_191030075427.wav
55	Spectrogram 1	1	564.587956199	567.828488470	114.8	555.0	Iniskin_HB12_191030075427.wav
56	Spectrogram 1	1	570.167016913	572.037839667	631.6	784.7	Iniskin_HB12_191030075427.wav
57	Spectrogram 1	1	573.674809577	575.579039880	593.3	784.7	Iniskin_HB12_191030075427.wav
58	Spectrogram 1	1	577.583492831	578.953202348	440.2	669.9	Iniskin_HB12_191030075427.wav
59	Spectrogram 1	1	593.385263595	596.258312825	535.9	784.7	Iniskin_HB12_191030075427.wav
60	Spectrogram 1	1	598.743871984	600.080173951	478.5	650.7	Iniskin_HB12_191030075427.wav
61	Spectrogram 1	1	604.890861034	605.893087509	153.1	555.0	Iniskin_HB12_191030075427.wav
62	Spectrogram 1	1	609.334065075	610.135846256	134.0	574.2	Iniskin_HB12_191030075427.wav
63	Spectrogram 1	1	613.610231371	614.178159707	95.7	650.7	Iniskin_HB12_191030075427.wav
64	Spectrogram 1	1	618.020027863	618.454326002	153.1	516.7	Iniskin_HB12_191030075427.wav
65	Spectrogram 1	1	638.498855512	639.567897086	440.2	727.3	Iniskin_HB12_191030075427.wav
66	Spectrogram 1	1	643.810655832	644.879697406	344.5	650.7	Iniskin_HB12_191030075427.wav
67	Spectrogram 1	1	648.955418407	650.158090177	287.1	746.4	Iniskin_HB12_191030075427.wav
68	Spectrogram 1	1	653.545653164	654.547879640	210.5	727.3	Iniskin_HB12_191030075427.wav
69	Spectrogram 1	1	657.922042107	658.723823288	229.7	765.6	Iniskin_HB12_191030075427.wav
70	Spectrogram 1	1	664.436514198	665.639185969	248.8	689.0	Iniskin_HB12_191030075427.wav
71	Spectrogram 1	1	668.345197453	669.280608830	248.8	708.1	Iniskin_HB12_191030075427.wav
72	Spectrogram 1	1	683.445409684	684.080153118	134.0	631.6	Iniskin_HB12_191030075427.wav
73	Spectrogram 1	1	696.440946316	697.476580341	401.9	708.1	Iniskin_HB12_191030075427.wav
74	Spectrogram 1	1	726.086842961	727.289514732	325.4	669.9	Iniskin_HB12_191030075427.wav
75	Spectrogram 1	1	731.665903675	732.968798093	248.8	708.1	Iniskin_HB12_191030075427.wav
76	Spectrogram 1	1	737.077926643	737.846300274	325.4	631.6	Iniskin_HB12_191030075427.wav
77	Spectrogram 1	1	741.754983528	742.289504315	172.2	746.4	Iniskin_HB12_191030075427.wav
78	Spectrogram 1	1	745.396406389	746.131372471	76.6	689.0	Iniskin_HB12_191030075427.wav
79	Spectrogram 1	1	749.371904742	749.939833078	134.0	689.0	Iniskin_HB12_191030075427.wav
80	Spectrogram 1	1	752.378584169	753.013327603	95.7	689.0	Iniskin_HB12_191030075427.wav
81	Spectrogram 1	1	755.084595652	755.819561734	95.7	689.0	Iniskin_HB12_191030075427.wav
82	Spectrogram 1	1	766.690415739	767.525604468	287.1	516.7	Iniskin_HB12_191030075427.wav
83	Spectrogram 1	1	772.069031157	773.071257633	95.7	421.1	Iniskin_HB12_191030075427.wav
84	Spectrogram 1	1	776.111344608	777.180386182	210.5	459.3	Iniskin_HB12_191030075427.wav
85	Spectrogram 1	1	781.322922281	782.124703461	114.8	440.2	Iniskin_HB12_191030075427.wav
86	Spectrogram 1	1	785.565681027	786.701537700	76.6	421.1	Iniskin_HB12_191030075427.wav
87	Spectrogram 1	1	793.950975872	795.654760881	114.8	535.9	Iniskin_HB12_191030075427.wav
88	Spectrogram 1	1	833.151431584	833.852990117	497.6	765.6	Iniskin_HB12_191030075427.wav
89	Spectrogram 1	1	838.195971511	839.097975339	191.4	727.3	Iniskin_HB12_191030075427.wav
90	Spectrogram 1	1	842.739398200	843.541179380	210.5	746.4	Iniskin_HB12_191030075427.wav
91	Spectrogram 1	1	1073.572350037	1075.175912398	401.9	669.9	Iniskin_HB12_191030075427.wav
92	Spectrogram 1	1	1079.619116439	1081.022233505	287.1	555.0	Iniskin_HB12_191030075427.wav
93	Spectrogram 1	1	1132.850742808	1133.452078693	459.3	899.5	Iniskin_HB12_191030075427.wav
94	Spectrogram 1	1	1165.703764175	1166.939843495	325.4	612.4	Iniskin_HB12_191030075427.wav
95	Spectrogram 1	1	1176.628032758	1177.964334725	555.0	918.7	Iniskin_HB12_191030075427.wav
96	Spectrogram 1	1	1182.541168963	1183.910878480	459.3	880.4	Iniskin_HB12_191030075427.wav
