Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
28	Spectrogram 1	1	3146.365246149	3147.501102821	328.0	501.6	Chinitna_HB8_191027202114.wav
29	Spectrogram 1	1	3170.418681561	3171.621353331	270.1	443.7	Chinitna_HB8_191027202114.wav
30	Spectrogram 1	1	3279.621353331	3280.890840200	385.9	617.4	Chinitna_HB8_191027202114.wav
31	Spectrogram 1	1	3286.369678267	3287.438719840	270.1	443.7	Chinitna_HB8_191027202114.wav
32	Spectrogram 1	1	3309.534510370	3310.803997239	405.1	559.5	Chinitna_HB8_191027202114.wav
33	Spectrogram 1	1	3315.881944715	3316.850763641	231.5	520.9	Chinitna_HB8_191027202114.wav
34	Spectrogram 1	1	3430.997752691	3431.732718773	270.1	482.3	Chinitna_HB8_191027202114.wav
35	Spectrogram 1	1	3442.256096766	3443.091285496	424.4	540.2	Chinitna_HB8_191027202114.wav
36	Spectrogram 1	1	3447.467674439	3448.236048070	270.1	463.0	Chinitna_HB8_191027202114.wav
37	Spectrogram 1	1	3581.772816166	3582.708227543	289.4	463.0	Chinitna_HB8_191027202114.wav
38	Spectrogram 1	1	3611.605757586	3612.708206709	443.7	598.1	Chinitna_HB8_191027202114.wav
39	Spectrogram 1	1	3676.677056886	3677.144762574	212.2	482.3	Chinitna_HB8_191027202114.wav
40	Spectrogram 1	1	3679.817366509	3680.184849550	212.2	501.6	Chinitna_HB8_191027202114.wav
41	Spectrogram 1	1	3692.111344608	3693.046755986	308.7	463.0	Chinitna_HB8_191027202114.wav
42	Spectrogram 1	1	3697.790627970	3698.625816699	173.6	443.7	Chinitna_HB8_191027202114.wav
43	Spectrogram 1	1	3703.703764175	3704.538952905	154.3	463.0	Chinitna_HB8_191027202114.wav
44	Spectrogram 1	1	3716.432040414	3717.434266889	443.7	617.4	Chinitna_HB8_191027202114.wav
45	Spectrogram 1	1	3784.677056886	3785.077947476	212.2	520.9	Chinitna_HB8_191027202114.wav
46	Spectrogram 1	1	3792.461015845	3793.028944182	173.6	636.7	Chinitna_HB8_191027202114.wav
47	Spectrogram 1	1	3796.436514198	3797.037850084	173.6	501.6	Chinitna_HB8_191027202114.wav
48	Spectrogram 1	1	3808.797307396	3810.100201814	250.8	443.7	Chinitna_HB8_191027202114.wav
49	Spectrogram 1	1	3814.543405856	3815.211556839	154.3	385.9	Chinitna_HB8_191027202114.wav
50	Spectrogram 1	1	3820.222689217	3820.890840200	135.0	366.6	Chinitna_HB8_191027202114.wav
51	Spectrogram 1	1	3822.427587463	3823.028923348	96.5	424.4	Chinitna_HB8_191027202114.wav
52	Spectrogram 1	1	3832.817335259	3834.253859874	405.1	559.5	Chinitna_HB8_191027202114.wav
53	Spectrogram 1	1	3838.910909730	3840.380841894	289.4	482.3	Chinitna_HB8_191027202114.wav
54	Spectrogram 1	1	3880.236048070	3881.004421701	366.6	598.1	Chinitna_HB8_191027202114.wav
55	Spectrogram 1	1	3904.803997239	3905.806223715	270.1	694.5	Chinitna_HB8_191027202114.wav
56	Spectrogram 1	1	3913.857443068	3914.258333658	115.8	540.2	Chinitna_HB8_191027202114.wav
57	Spectrogram 1	1	3917.432050831	3917.866348970	135.0	501.6	Chinitna_HB8_191027202114.wav
58	Spectrogram 1	1	3921.006658593	3921.541179380	154.3	559.5	Chinitna_HB8_191027202114.wav
59	Spectrogram 1	1	3926.619126856	3927.721575979	424.4	617.4	Chinitna_HB8_191027202114.wav
60	Spectrogram 1	1	3933.233821594	3934.302863168	173.6	520.9	Chinitna_HB8_191027202114.wav
61	Spectrogram 1	1	3938.679252111	3939.313995546	154.3	559.5	Chinitna_HB8_191027202114.wav
62	Spectrogram 1	1	3943.189271251	3943.924237333	96.5	405.1	Chinitna_HB8_191027202114.wav
63	Spectrogram 1	1	3947.345207869	3948.113581501	154.3	366.6	Chinitna_HB8_191027202114.wav
64	Spectrogram 1	1	3951.354113771	3952.322932698	96.5	347.3	Chinitna_HB8_191027202114.wav
65	Spectrogram 1	1	3963.614684322	3965.084616486	212.2	482.3	Chinitna_HB8_191027202114.wav
66	Spectrogram 1	1	4019.418691978	4020.120250510	463.0	675.2	Chinitna_HB8_191027202114.wav
67	Spectrogram 1	1	4024.062341314	4025.064567790	173.6	617.4	Chinitna_HB8_191027202114.wav
68	Spectrogram 1	1	4036.890840200	4037.358545889	77.2	347.3	Chinitna_HB8_191027202114.wav
69	Spectrogram 1	1	4048.817335259	4050.253859874	212.2	443.7	Chinitna_HB8_191027202114.wav
70	Spectrogram 1	1	4092.527810110	4093.496629037	308.7	482.3	Chinitna_HB8_191027202114.wav
